,2005-09-01,2023-03-01
Debtor Days,71.0,79.0
Inventory Days,112.0,293.0
Days Payable,180.0,281.0
Cash Conversion Cycle,3.0,91.0
Working Capital Days,35.0,45.0
ROCE %,,
