,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.21,7.21,7.21,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,28.86,28.86
Reserves,29.37,29.66,29.92,23.13,23.77,23.66,22.17,21.41,21.23,17.86,18.0,6.07,8.19
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,69.88,84.84,136.92,144.84,133.76,36.04,0.8200000000000001,1.47,1.55,2.44,2.64,2.61,2.23
Total Liabilities,106.46,121.71,174.05,182.4,171.96,74.13,37.42,37.31,37.21,34.73,35.07,37.54,39.28
Fixed Assets,5.76,4.95,4.46,4.02,4.04,3.75,3.55,3.48,3.35,3.25,3.19,3.15,3.13
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,12.96,15.17,11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.4,0.0,0.0
Other Assets,87.74,101.59,158.45,178.38,167.92,70.38,33.87,33.83,33.86,30.59,31.48,34.39,36.15
Total Assets,106.46,121.71,174.05,182.4,171.96,74.13,37.42,37.31,37.21,34.73,35.07,37.54,39.28
