,2011-03-01,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,9.44,1.17,6.41,-13.71,8.48,5.4,0.86,36.27,-20.2
Cash from Investing Activity,,,0.15,-0.08,-0.06,-1.12,-0.06,0.46,-0.01,-0.24,-1.24
Cash from Financing Activity,,,-10.66,-1.03,-6.57,15.17,-8.15,-5.79,-0.6000000000000001,-5.69,-9.85
Net Cash Flow,,,-1.06,0.06,-0.22,0.35,0.27,0.06,0.25,30.33,-31.29
