,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.09,72.09,72.09,72.09,72.09,72.09,72.09
Public,27.91,27.91,27.91,27.91,27.91,27.93,27.92
No. of Shareholders,255.0,261.0,265.0,261.0,248.0,281.0,304.0
