,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6.06,6.06,6.06,6.06,6.06,6.06,15.31,15.31,15.31,15.31,15.31,15.31,15.31
Reserves,-6.02,-6.95,-8.26,-9.42,-10.16,-10.88,-2.49,-2.34,-3.32,-2.76,-1.89,0.37,2.55
Borrowings,6.25,7.1,7.57,8.61,9.86,11.04,0.61,0.41,3.51,5.73,7.61,6.82,7.34
Other Liabilities,1.11,1.28,1.5,1.94,1.59,2.18,5.37,21.57,6.34,7.11,6.52,8.01,4.48
Total Liabilities,7.4,7.49,6.87,7.19,7.35,8.4,18.8,34.95,21.84,25.39,27.55,30.51,29.68
Fixed Assets,1.03,0.96,0.89,0.8200000000000001,0.88,1.87,3.44,4.45,4.58,5.5600000000000005,5.93,6.91,9.25
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.6000000000000001,0.14,0.01
Investments,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,2.03,3.73
Other Assets,6.36,6.52,5.97,6.36,6.46,6.51,14.62,30.48,17.24,19.8,20.99,21.43,16.69
Total Assets,7.4,7.49,6.87,7.19,7.35,8.4,18.8,34.95,21.84,25.39,27.55,30.51,29.68
