,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,25.18,50.36,50.36
Reserves,8.59,7.84,7.01,5.82,8.78,8.24,8.88,8.83,6.93,4.02,29.26,4.8,
Borrowings,3.48,1.48,2.88,0.15,3.87,3.37,8.38,0.18,1.1,0.49,10.48,22.78,
Other Liabilities,25.4,27.43,34.31,39.6,27.56,25.16,21.49,25.39,26.85,28.6,34.1,47.91,
Total Liabilities,62.65,61.93,69.38,70.75,65.39,61.95,63.93,59.58,60.06,58.29,99.02,125.85,
Fixed Assets,0.89,1.37,1.23,0.86,2.08,3.83,3.26,2.69,3.04,1.43,2.88,5.1,
CWIP,0.39,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Investments,0.08,0.08,0.08,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Other Assets,61.29,60.07,67.66,69.39,63.3,58.12,60.67,56.89,57.02,56.86,96.14,120.75,
Total Assets,62.65,61.93,69.38,70.75,65.39,61.95,63.93,59.58,60.06,58.29,99.02,125.85,
