,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,22,22,47,47
Reserves,21,35,157,158
Borrowings,63,29,73,184
Other Liabilities,8,21,5,-8
Total Liabilities,115,107,282,380
Fixed Assets,14,18,21,30
CWIP,0,0,0,11
Investments,42,33,151,233
Other Assets,59,56,110,106
Total Assets,115,107,282,380
