,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-4.77,-6.54,2.51,-0.43,-1.6800000000000002,-2.73
Cash from Investing Activity,-0.15,-0.14,-2.39,-0.64,1.31,-2.26
Cash from Financing Activity,4.95,7.94,-0.01,0.08,0.39,4.96
Net Cash Flow,0.02,1.26,0.11,-0.99,0.02,-0.03
