,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.76,63.76,63.76,63.76,63.76,63.76
Public,36.24,36.24,36.24,36.24,36.25,36.25
No. of Shareholders,171.0,143.0,131.0,122.0,89.0,442.0
