,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.18,-3.56,-1.9,-12.07
Cash from Investing Activity,-1.43,1.34,-9.86,10.08
Cash from Financing Activity,-0.19,3.29,12.0,2.86
Net Cash Flow,-1.8,1.07,0.24,0.87
