,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1199.29,44.96,311.88,60.38
Inventory Days,,118.38,810.12,103.42
Days Payable,,3.29,501.5,23.44
Cash Conversion Cycle,1199.29,160.05,620.5,140.36
Working Capital Days,2607.14,208.95,844.81,149.14
ROCE %,,6.48,0.64,-2.71
