,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,17.0,17.0,17.0,17.0,17.0
Reserves,2.39,5.7,6.83,6.24,3.64
Borrowings,0.27,1.15,11.42,12.77,9.43
Other Liabilities,0.03,2.55,6.49,5.1,2.61
Total Liabilities,19.69,26.4,41.74,41.11,32.68
Fixed Assets,1.96,4.26,19.9,18.41,14.92
CWIP,3.65,0.91,0.34,0.0,0.0
Investments,4.84,5.4,3.44,1.23,1.04
Other Assets,9.24,15.83,18.06,21.47,16.72
Total Assets,19.69,26.4,41.74,41.11,32.68
