,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.77,0.78,0,0.7000000000000001,-0.13,0.37,-0.1,3.35,0.18,0.38,-0.47,2.48
Cash from Investing Activity,-0.7000000000000001,-0.7000000000000001,0,0.02,0.17,0.32,-0.03,-5.01,-1.55,0.26,0.52,-1.3
Cash from Financing Activity,0.02,0.08,0,-0.09,-0.23,-0.19,-0.36,1.62,1.67,-0.58,-0.24,-1.17
Net Cash Flow,0.09,0.16,0,0.63,-0.19,0.5,-0.49,-0.04,0.3,0.06,-0.18,0.01
