,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.81,2.09,5.67,4.65,3.38,3.22,3.52,4.97,7.9,8.19,6.09,8.18,8.09
Expenses,2.9,1.92,5.43,3.94,3.47,2.97,3.81,4.37,7.27,7.47,5.82,7.05,7.37
Operating Profit,0.91,0.17,0.24,0.71,-0.09,0.25,-0.29,0.6,0.63,0.72,0.27,1.13,0.72
OPM %,23.88,8.13,4.23,15.27,-2.66,7.76,-8.24,12.07,7.97,8.79,4.43,13.81,8.9
Other Income,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest,0.09,0.09,0.14,0.11,0.11,0.12,0.1,0.13,0.11,0.12,0.06,0.12,0.1
Depreciation,0.35,0.35,0.24,0.3,0.24,0.27,0.27,0.25,0.19,0.22,0.15,0.28,0.29
Profit before tax,0.47,-0.27,0.31,0.3,-0.44,-0.14,-0.66,0.22,0.33,0.38,0.06,0.73,0.33
Tax %,-2.13,37.04,61.29,-13.33,6.82,28.57,27.27,0.0,-6.06,60.53,-16.67,27.4,18.18
Net Profit,0.49,-0.17,0.12,0.34,-0.42,-0.1,-0.47,0.22,0.34,0.14,0.06,0.53,0.27
EPS in Rs,0.97,-0.34,0.24,0.67,-0.83,-0.2,-0.93,0.43,0.67,0.28,0.12,1.05,0.53
