,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2.11,0.81,20.35,15.17,2.33,9.69,6.6,18.55,29.35,19.26,10.38,1.62
Cash from Investing Activity,0.39,0.65,-5.13,-1.27,5.43,-2.71,-2.07,0.68,-7.59,-17.71,-8.48,-3.06
Cash from Financing Activity,-2.04,-0.73,-15.99,-6.45,-15.28,-6.8100000000000005,-5.42,-13.94,-27.16,-1.38,1.59,-1.52
Net Cash Flow,0.46,0.73,-0.77,7.44,-7.52,0.18,-0.9,5.28,-5.41,0.17,3.49,-2.96
