,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5.93,4.74,9.02,6.27,7.69,8.4,7.26,5.15,3.3,5.79,3.2,1.74,1.24
Expenses,6.13,4.77,9.8,6.18,6.67,7.67,7.62,5.99,4.17,6.21,4.76,2.07,2.31
Operating Profit,-0.2,-0.03,-0.78,0.09,1.02,0.73,-0.36,-0.84,-0.87,-0.42,-1.56,-0.33,-1.07
OPM %,-3.37,-0.63,-8.65,1.44,13.26,8.69,-4.96,-16.31,-26.36,-7.25,-48.75,-18.97,-86.29
Other Income,0.21,0.06,4.78,0.49,0.11,0.53,1.06,1.22,0.67,0.23,1.89,0.26,0.79
Interest,0.13,0.13,0.12,0.11,0.1,0.09,0.09,0.08,0.07,0.07,0.07,0.03,0.0
Depreciation,0.9,0.71,1.0,0.86,0.9,0.73,0.73,0.72,0.72,0.72,0.72,0.73,0.72
Profit before tax,-1.02,-0.81,2.88,-0.39,0.13,0.44,-0.12,-0.42,-0.99,-0.98,-0.46,-0.83,-1.0
Tax %,-10.78,20.99,-8.68,43.59,-84.62,84.09,50.0,126.19,-17.17,29.59,30.43,28.92,24.0
Net Profit,-1.12,-0.64,3.12,-0.22,0.24,0.07,-0.07,0.11,-1.16,-0.7,-0.33,-0.59,-0.76
EPS in Rs,-0.48,-0.28,1.34,-0.09,0.1,0.03,-0.03,0.05,-0.5,-0.3,-0.14,-0.25,-0.33
