,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.95,2.37,2.33,1.88,5.34,3.07,2.77,2.72,3.1,3.33,3.39,3.43,3.18
Expenses,3.07,2.56,2.69,2.7,4.89,2.75,2.54,2.18,3.03,3.01,3.51,2.86,2.97
Operating Profit,-1.12,-0.19,-0.36,-0.82,0.45,0.32,0.23,0.54,0.07,0.32,-0.12,0.57,0.21
OPM %,-57.44,-8.02,-15.45,-43.62,8.43,10.42,8.3,19.85,2.26,9.61,-3.54,16.62,6.6
Other Income,0.37,0.22,-0.53,0.78,0.52,0.17,-8.94,0.18,-0.88,0.16,-2.77,0.18,0.27
Interest,0.44,0.37,0.36,0.37,0.26,0.23,0.22,0.14,0.27,0.2,0.2,0.19,0.18
Depreciation,0.75,0.8,0.78,0.71,0.22,0.68,0.59,0.58,0.54,0.55,0.54,0.49,0.47
Profit before tax,-1.94,-1.14,-2.03,-1.12,0.49,-0.42,-9.52,0.00,-1.62,-0.27,-3.63,0.07,-0.17
Tax %,6.7,-16.67,4.43,29.46,32.65,2.38,0.32,,1.23,3.7,0.55,-100.0,-76.47
Net Profit,-1.81,-1.32,-1.94,-0.79,0.33,-0.41,-9.49,0.04,-1.59,-0.26,-3.62,0.13,-0.3
EPS in Rs,-3.26,-2.18,-1.72,-1.15,0.64,-0.59,-17.23,0.16,-2.76,-0.24,-6.43,0.37,-0.48
