,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.28,7.28,7.28,7.28,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46
Reserves,21.83,21.78,15.35,54.41,44.71,43.11,30.61,19.87,12.12,6.5600000000000005,-3.24,-8.3,-8.37
Borrowings,28.07,36.6,37.52,0.34,0.19,13.12,23.18,22.3,19.19,17.99,13.19,11.15,9.79
Other Liabilities,20.0,23.43,29.38,3.8,0.44,2.97,4.02,1.64,2.56,4.27,12.27,17.02,17.16
Total Liabilities,77.18,89.09,89.53,65.83,50.8,64.66,63.27,49.27,39.33,34.28,27.68,25.33,24.04
Fixed Assets,22.93,36.65,41.26,2.2,2.15,8.15,25.91,22.47,20.19,17.72,15.36,13.12,11.21
CWIP,12.07,7.0,1.75,0.09,0.06,10.95,0.0,0.06,0.13,0.02,0.0,0.0,0.0
Investments,0.0,0.0,0.0,45.81,35.55,27.87,25.5,16.36,10.07,9.43,4.03,3.95,4.08
Other Assets,42.18,45.44,46.52,17.73,13.04,17.69,11.86,10.38,8.94,7.11,8.29,8.26,8.75
Total Assets,77.18,89.09,89.53,65.83,50.8,64.66,63.27,49.27,39.33,34.28,27.68,25.33,24.04
