,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.1,16.51,24.17,21.39,22.72,32.11,32.7,29.44,24.86,19.1,18.79,15.8,16.84
Expenses,10.49,12.88,19.92,18.72,19.18,28.93,29.56,26.3,21.61,15.63,15.12,12.58,13.54
Operating Profit,2.61,3.63,4.25,2.67,3.54,3.18,3.14,3.14,3.25,3.47,3.67,3.22,3.3
OPM %,19.92,21.99,17.58,12.48,15.58,9.9,9.6,10.67,13.07,18.17,19.53,20.38,19.6
Other Income,0.07,0.08,0.21,0.17,0.17,0.4,0.26,0.44,0.36,0.23,0.36,0.32,0.14
Interest,0.37,0.31,0.31,0.32,0.21,0.19,0.2,0.25,0.23,0.22,0.18,0.13,0.14
Depreciation,2.78,2.6,2.4,2.35,2.3,2.23,2.21,2.34,2.27,2.26,2.52,2.16,2.08
Profit before tax,-0.47,0.8,1.75,0.17,1.2,1.16,0.99,0.99,1.11,1.22,1.33,1.25,1.22
Tax %,23.4,27.5,30.86,23.53,27.5,31.03,38.38,29.29,27.93,27.87,-159.4,28.0,27.87
Net Profit,-0.36,0.58,1.21,0.13,0.87,0.8,0.61,0.71,0.8,0.88,3.46,0.9,0.87
EPS in Rs,-0.1,0.16,0.33,0.04,0.24,0.22,0.17,0.2,0.22,0.24,0.95,0.25,0.24
