,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,37.17,151.85,116.09,104.18,88.9,80.05,79.84,73.91,65.65,64.49,110.8,92.2,70.53
Expenses,29.79,139.55,104.9,94.12,79.61,70.38,68.23,63.0,52.34,53.57,97.71,78.56,56.87
Operating Profit,7.38,12.3,11.19,10.06,9.29,9.67,11.61,10.91,13.31,10.92,13.09,13.64,13.66
OPM %,19.85,8.1,9.64,9.66,10.45,12.08,14.54,14.76,20.27,16.93,11.81,14.79,19.37
Other Income,-0.16,0.22,0.94,0.45,0.22,0.73,0.72,0.72,0.82,0.39,0.87,1.39,1.05
Interest,1.42,3.12,2.04,1.77,1.75,1.2,0.94,1.07,1.34,1.54,1.1,0.99,0.67
Depreciation,7.02,7.72,7.27,6.5,6.2,7.74,9.37,10.75,12.72,11.02,9.11,9.39,9.02
Profit before tax,-1.22,1.68,2.82,2.24,1.56,1.46,2.02,-0.19,0.07,-1.25,3.75,4.65,5.02
Tax %,40.16,33.33,25.89,29.02,32.69,33.56,30.69,-5.26,28.57,10.4,30.93,-25.59,
Net Profit,-0.73,1.11,2.09,1.58,1.05,0.97,1.4,-0.19,0.05,-1.11,2.59,5.84,6.11
EPS in Rs,-0.47,0.72,0.66,0.5,0.33,0.28,0.41,-0.05,0.01,-0.31,0.72,1.61,1.68
