,Mar 2011,Mar 2012,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.64,2.33,3.6,6.14,12.29,13.02,18.11,32.28,20.81,10.06,26.62,36.06,33.37
Expenses,2.96,2.33,4.54,5.91,12.25,11.29,15.07,27.8,17.99,8.03,23.29,31.98,28.82
Operating Profit,-0.32,0.00,-0.94,0.23,0.04,1.73,3.04,4.48,2.82,2.03,3.33,4.08,4.55
OPM %,-12.12,0.00,-26.11,3.75,0.33,13.29,16.79,13.88,13.55,20.18,12.51,11.31,13.64
Other Income,0.0,0.00,0.34,0.07,0.48,0.37,-0.38,0.48,0.43,0.06,0.33,0.64,0.38
Interest,0.0,0.00,0.09,0.06,0.16,0.17,0.12,0.07,0.06,0.05,0.12,0.06,0.04
Depreciation,0.0,0.00,0.09,0.11,0.14,0.33,0.45,0.63,0.61,0.62,0.58,0.51,0.48
Profit before tax,-0.32,0.00,-0.78,0.13,0.22,1.6,2.09,4.26,2.58,1.42,2.96,4.15,4.41
Tax %,0.0,,-3.85,46.15,90.91,36.25,27.75,30.75,31.4,30.99,27.36,27.95,
Net Profit,-0.32,-0.01,-0.81,0.06,0.03,1.01,1.51,2.96,1.76,0.98,2.16,2.99,2.96
EPS in Rs,-0.64,-0.02,-1.62,0.12,0.06,2.02,1.48,2.9,1.73,0.96,2.12,2.94,2.85
