,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,38.0,39,47,48,29,12,14,21,13
Inventory Days,16.0,16,30,30,30,37,40,75,34
Days Payable,7.0,7,12,10,11,11,118,11,8
Cash Conversion Cycle,47.0,48,64,68,48,39,-65,86,40
Working Capital Days,43.0,32,44,64,46,81,16,78,39
ROCE %,,9,3,2,3,10,14,14,5
