,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6,6.0
Reserves,830,1044,1163,1345,1593,1846,1943,2364,2791,3750,4829,5709,6051.0
Preference Capital,13,13,13,13,13,13,13,0,0,0,0,0,
Borrowings,26,1728,2197,2471,2515,2399,3141,3750,4121,3458,3651,4457,4958.0
Other Liabilities,21,1859,2171,2178,2486,2900,3569,4005,4158,6046,7711,9075,9243.0
Total Liabilities,883,4638,5537,6000,6601,7151,8660,10126,11078,13260,16198,19246,20258.0
Fixed Assets,28,2371,3575,3952,4151,4424,5140,5652,6377,7839,8441,10071,10880.0
CWIP,2,571,117,117,128,270,580,777,1415,773,1672,2406,2683.0
Investments,847,179,62,163,238,290,219,243,354,646,619,952,1117.0
Other Assets,6,1517,1783,1768,2083,2167,2720,3454,2931,4003,5466,5818,5578.0
Total Assets,883,4638,5537,6000,6601,7151,8660,10126,11078,13260,16198,19246,20258.0
