,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,24570.0,25927.0,26311.0,27896.0,29602.0,31867.0,32276.0,34470.0,36538.0,38318.0,37441.0,37933.0,38994.0
Expenses,17487.0,18512.0,19040.0,20464.0,21771.0,23484.0,24430.0,26606.0,27636.0,28951.0,28443.0,28869.0,29554.0
Operating Profit,7083.0,7415.0,7271.0,7432.0,7831.0,8383.0,7846.0,7864.0,8902.0,9367.0,8998.0,9064.0,9440.0
OPM %,29.0,29.0,28.0,27.0,26.0,26.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0
Other Income,570.0,611.0,545.0,622.0,524.0,512.0,637.0,676.0,584.0,769.0,671.0,561.0,632.0
Interest,48.0,49.0,50.0,49.0,48.0,53.0,50.0,56.0,66.0,80.0,82.0,90.0,138.0
Depreciation,855.0,826.0,831.0,829.0,859.0,899.0,890.0,950.0,1029.0,1125.0,1121.0,1173.0,1166.0
Profit before tax,6750.0,7151.0,6935.0,7176.0,7448.0,7943.0,7543.0,7534.0,8391.0,8931.0,8466.0,8362.0,8768.0
Tax %,28.0,27.0,27.0,28.0,27.0,27.0,24.0,29.0,28.0,26.0,28.0,29.0,29.0
Net Profit,4858.0,5215.0,5078.0,5201.0,5428.0,5822.0,5695.0,5362.0,6026.0,6586.0,6134.0,5945.0,6215.0
EPS in Rs,11.37,12.2,11.91,12.2,12.89,13.81,13.52,12.74,14.31,15.7,14.77,14.32,14.97
