,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,8,8,8,8,8,8,8,8,12
Reserves,94,110,122,133,135,151,156,158,151,140,123,123,121
Borrowings,83,149,180,193,203,151,160,165,198,206,174,110,92
Other Liabilities,43,61,82,50,51,22,20,22,21,20,27,64,79
Total Liabilities,223,324,389,381,397,332,344,353,378,374,332,305,305
Fixed Assets,57,89,88,84,91,53,54,50,48,47,48,47,46
CWIP,9,28,29,35,32,3,0,2,4,4,3,4,5
Investments,24,6,1,0,1,1,1,0,1,1,0,1,1
Other Assets,134,202,271,261,272,274,290,301,326,322,281,254,253
Total Assets,223,324,389,381,397,332,344,353,378,374,332,305,305
