,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.35,13.18,29.02,15.48,33.39,28.08,26.49,25.95,30.63,31.67,26.7,27.78,35.48
Expenses,3.18,11.78,24.87,13.74,32.31,27.33,24.36,18.72,24.88,27.18,22.24,23.03,29.75
Operating Profit,3.17,1.4,4.15,1.74,1.08,0.75,2.13,7.23,5.75,4.49,4.46,4.75,5.73
OPM %,49.92,10.62,14.3,11.24,3.23,2.67,8.04,27.86,18.77,14.18,16.7,17.1,16.15
Other Income,0.21,0.07,0.21,0.33,0.13,0.11,0.11,0.16,0.22,0.27,0.41,0.21,0.17
Interest,6.95,7.06,6.91,0.35,13.04,6.29,5.74,6.64,4.83,4.23,4.24,3.51,2.8
Depreciation,0.36,0.37,0.36,6.93,-6.2,0.39,0.54,0.5,0.51,0.48,0.62,0.43,0.53
Profit before tax,-3.93,-5.96,-2.91,-5.21,-5.63,-5.82,-4.04,0.25,0.63,0.05,0.01,1.02,2.57
Tax %,32.06,25.84,11.0,-8.25,33.39,20.79,25.74,156.0,133.33,-720.0,4100.0,43.14,26.46
Net Profit,-2.67,-4.41,-2.6,-5.63,-3.74,-4.62,-3.0,-0.14,-0.2,0.41,-0.4,0.58,1.89
EPS in Rs,-0.44,-0.73,-0.43,-0.93,-0.62,-0.76,-0.49,-0.02,-0.03,0.07,-0.07,0.1,0.31
