,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.56,73.56,73.56,73.56,74.02,74.13
Public,26.44,26.44,26.44,26.44,25.98,25.87
No. of Shareholders,170.0,153.0,142.0,137.0,130.0,134.0
