,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.87,74.87,74.87,74.87,74.87,74.87,74.87
DIIs,0.03,0.03,0.03,0.03,0.02,0.01,0.01
Government,0.87,0.03,0.02,0.0,0.0,0.0,0.0
Public,24.23,25.08,25.08,25.1,25.11,25.13,25.13
No. of Shareholders,201.0,308.0,328.0,468.0,602.0,747.0,897.0
