,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,119.0,107.0,69.0,102.0,127.0,130.0,84.0,116.0,138.0,133.0,93.0,107.0,158.0
Expenses,94.0,92.0,68.0,86.0,103.0,116.0,87.0,98.0,113.0,118.0,93.0,95.0,129.0
Operating Profit,25.0,15.0,2.0,15.0,24.0,14.0,-3.0,17.0,24.0,15.0,-0.0,13.0,29.0
OPM %,21.0,14.0,2.0,15.0,19.0,10.0,-3.0,15.0,18.0,11.0,-0.0,12.0,19.0
Other Income,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Interest,7.0,6.0,7.0,5.0,7.0,5.0,7.0,5.0,7.0,6.0,5.0,4.0,9.0
Depreciation,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0
Profit before tax,17.0,7.0,-7.0,9.0,16.0,7.0,-11.0,11.0,16.0,7.0,-8.0,7.0,18.0
Tax %,30.0,34.0,33.0,34.0,31.0,39.0,30.0,31.0,17.0,28.0,-18.0,36.0,31.0
Net Profit,12.0,4.0,-5.0,5.0,11.0,3.0,-7.0,6.0,14.0,5.0,-10.0,5.0,12.0
EPS in Rs,9.27,3.63,-3.45,4.48,8.58,2.61,-5.44,5.39,11.05,3.94,-7.21,3.65,9.6
