,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,49,50,49,53,40,46,61,50,48,92,69,49
Inventory Days,76,99,99,72,66,71,51,64,66,87,93,60
Days Payable,86,111,83,106,74,60,44,72,95,97,69,54
Cash Conversion Cycle,38,37,66,19,32,57,68,42,18,83,93,55
Working Capital Days,21,28,49,44,47,46,55,45,25,68,75,45
ROCE %,16,5,1,10,18,11,20,16,11,8,18,18
