,2016-03-01,2016-12-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.19,50.19,54.01,54.01,54.01,54.01,54.01,54.01,54.01
Public,49.81,49.81,45.99,45.99,45.99,45.99,45.99,45.99,45.97
No. of Shareholders,551.0,551.0,541.0,540.0,553.0,561.0,579.0,1478.0,1442.0
