,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-43.04,2.87,5.97
Cash from Investing Activity,-0.78,1.63,-9.06
Cash from Financing Activity,-1.1,-4.1,2.36
Net Cash Flow,-44.93,0.39,-0.73
