,2021-03-01,2022-03-01,2023-03-01
Equity Capital,1.92,1.92,13.46
Reserves,31.69,37.22,29.4
Borrowings,36.41,34.0,29.53
Other Liabilities,24.06,28.12,37.98
Total Liabilities,94.08,101.26,110.37
Fixed Assets,16.14,15.39,15.05
CWIP,0.88,0.88,0.0
Investments,0.0,0.0,0.23
Other Assets,77.06,84.99,95.09
Total Assets,94.08,101.26,110.37
