,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,183.0,309,200,149,84,56,93
Inventory Days,366.0,800,296,420,294,170,152
Days Payable,267.0,688,248,216,163,108,55
Cash Conversion Cycle,282.0,421,248,352,215,118,190
Working Capital Days,858.0,920,320,362,230,157,177
ROCE %,,1,0,1,5,6,3
