,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.26,17.46,18.74,12.8,21.54,27.19,15.9,26.34,21.57,20.4,27.76,18.86,44.63
Expenses,12.93,16.88,18.59,12.44,21.03,26.54,15.95,28.2,20.96,19.77,24.56,18.53,43.43
Operating Profit,0.33,0.58,0.15,0.36,0.51,0.65,-0.05,-1.86,0.61,0.63,3.2,0.33,1.2
OPM %,2.49,3.32,0.8,2.81,2.37,2.39,-0.31,-7.06,2.83,3.09,11.53,1.75,2.69
Other Income,0.01,0.01,0.59,0.02,0.06,0.0,0.89,2.3,0.0,0.0,0.85,0.4,0.01
Interest,0.04,0.02,0.02,0.02,0.06,0.09,0.05,0.03,0.04,0.07,0.09,0.06,0.03
Depreciation,0.2,0.21,0.36,0.25,0.25,0.25,0.2,0.26,0.25,0.25,0.08,0.22,0.24
Profit before tax,0.1,0.36,0.36,0.11,0.26,0.31,0.59,0.15,0.32,0.31,3.88,0.45,0.94
Tax %,0.0,0.0,83.33,0.0,0.0,6.45,57.63,0.0,0.0,0.0,14.69,0.0,0.0
Net Profit,0.1,0.36,0.06,0.11,0.26,0.28,0.26,0.15,0.32,0.31,3.31,0.44,0.94
EPS in Rs,0.32,1.15,0.19,0.35,0.83,0.9,0.83,0.48,1.02,0.99,10.6,1.41,3.01
