,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,117.0,51,73,18,54,35,57,60,8,68
Inventory Days,188.0,60,140,62,68,65,70,54,64,33
Days Payable,58.0,47,28,76,40,88,53,46,18,7
Cash Conversion Cycle,246.0,65,186,4,82,12,74,68,55,94
Working Capital Days,145.0,128,98,76,73,37,33,12,48,56
ROCE %,,4,4,4,4,5,6,3,3,8
