,2022-09-01,2023-03-01,2023-09-01
Sales,8.82,8.5,7.5
Expenses,8.6,7.47,7.0
Operating Profit,0.22,1.03,0.5
OPM %,2.49,12.12,6.67
Other Income,0.24,0.1,0.14
Interest,0.14,0.13,0.23
Depreciation,0.06,0.06,0.07
Profit before tax,0.26,0.94,0.34
Tax %,26.92,42.55,26.47
Net Profit,0.19,0.55,0.25
EPS in Rs,1.22,3.28,1.08
