,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.47,0.47,0.47,1.6800000000000002,2.32
Reserves,0.36,0.52,1.1,1.53,6.44
Borrowings,0.88,1.04,2.27,4.24,1.37
Other Liabilities,0.89,1.16,1.52,2.7,4.02
Total Liabilities,2.6,3.19,5.36,10.15,14.15
Fixed Assets,1.26,1.33,1.66,1.9,1.85
CWIP,0.0,0.0,0.01,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,1.34,1.86,3.69,8.25,12.3
Total Assets,2.6,3.19,5.36,10.15,14.15
