,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,71.16,63.24,59.3,58.59
Inventory Days,45.02,88.22,204.95,155.51
Days Payable,85.22,90.42,91.74,51.48
Cash Conversion Cycle,30.96,61.03,172.51,162.62
Working Capital Days,38.51,46.74,105.73,122.86
ROCE %,,17.65,31.69,26.4
