,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.13,0.12,0.28,0.13,0.13,0.12,0.21,0.17,0.17,0.11,0.25,0.11,0.12
Expenses,0.09,0.09,0.1,0.1,0.1,0.12,0.11,0.27,0.08,0.13,0.14,0.2,0.18
Operating Profit,0.04,0.03,0.18,0.03,0.03,-0.0,0.1,-0.1,0.09,-0.02,0.11,-0.09,-0.06
OPM %,30.77,25.00,64.29,23.08,23.08,-0.0,47.62,-58.82,52.94,-18.18,44.0,-81.82,-50.0
Other Income,0.01,0.02,-0.0,0.04,0.03,0.07,0.02,-0.0,0.15,0.14,-0.05,0.16,0.29
Interest,-0.00,-0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.0,-0.0
Depreciation,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Profit before tax,-0.00,-0.00,0.12,0.02,0.01,0.02,0.07,-0.15,0.19,0.07,0.01,0.03,0.19
Tax %,,,16.67,50.0,-0.0,-0.0,14.29,-0.0,5.26,28.57,-0.0,33.33,21.05
Net Profit,0.25,-0.00,0.11,0.13,0.27,0.43,-0.1,-0.44,0.48,0.47,-0.51,0.21,0.84
EPS in Rs,0.16,-0.00,0.07,0.08,0.17,0.27,-0.06,-0.28,0.31,0.3,-0.32,0.13,0.54
