,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,64.41,165.52,157.61,63.79,66.16,67.48,16.70,162.85,513.47,507.83
Inventory Days,,,,,,,,,,
Days Payable,,,,,,,,,,
Cash Conversion Cycle,64.41,165.52,157.61,63.79,66.16,67.48,16.70,162.85,513.47,507.83
Working Capital Days,856.68,1689.19,1414.38,1155.24,1802.19,711.60,935.16,1364.54,2035.34,1650.43
ROCE %,,1.62,4.42,0.53,5.77,0.22,2.58,0.99,1.05,0.89
