,2017-03-01,2018-03-01,2018-12-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.82,61.82,61.99,69.72,69.73,69.73
FIIs,0.12,0.08,0.01,0.38,0.07,0.07
DIIs,0.07,0.14,0.02,0.01,0.0,0.0
Public,38.0,37.96,37.98,29.89,30.2,30.19
No. of Shareholders,28368.0,33925.0,32610.0,35080.0,31891.0,29959.0
