,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2,-25,29,19,-2,-3
Cash from Investing Activity,-25,-2,-4,0,-2,3
Cash from Financing Activity,20,27,-25,-13,0,-1
Net Cash Flow,-2,0,0,6,-4,-1
