,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,9,9,9,9,9,9.0
Reserves,3,5,-8,9,26,19,22.0
Preference Capital,0,0,0,0,0,0,
Borrowings,31,58,38,36,40,51,63.0
Other Liabilities,42,26,44,76,84,31,66.0
Total Liabilities,80,99,83,130,159,110,160.0
Fixed Assets,23,22,20,18,16,19,21.0
CWIP,0,0,0,0,0,0,0.0
Investments,1,1,1,1,2,2,2.0
Other Assets,56,76,62,111,141,89,137.0
Total Assets,80,99,83,130,159,110,160.0
