,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,62.7,65.79,61.15,62.25,62.25,62.25,62.25,62.43
DIIs,2.41,0.55,0.33,0.32,0.32,0.06,0.06,0.06
Public,34.89,33.66,38.52,37.43,37.43,37.69,37.69,37.51
No. of Shareholders,1669.0,1715.0,1727.0,1746.0,1771.0,5810.0,17421.0,14864.0
