,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,22.0,20,41,41,15,21
Inventory Days,127.0,247,286,341,728,170
Days Payable,126.0,118,355,479,526,79
Cash Conversion Cycle,23.0,149,-29,-97,217,111
Working Capital Days,39.0,48,29,24,33,73
ROCE %,,7,-14,54,42,-2
