,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,12,44,50,180,68,69
Cash from Investing Activity,-57,-20,-32,-133,-36,-174
Cash from Financing Activity,45,-17,-22,-44,-16,91
Net Cash Flow,0,7,-5,3,17,-14
