,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Reserves,-0.13,-0.13,0.01,0.02,0.05,0.16,-4.08,0.2,-0.56,-0.52,-0.5,-0.5,-0.88
Borrowings,0.0,0.0,0.0,0.0,0.47,0.19,0.3,0.0,0.0,0.0,0.0,0.0,0.35
Other Liabilities,-0.01,0.01,0.09,0.03,0.04,0.06,4.13,0.06,0.03,0.06,0.05,0.18,0.18
Total Liabilities,3.86,3.88,4.1,4.05,4.5600000000000005,4.41,4.35,4.26,3.47,3.54,3.55,3.68,3.65
Fixed Assets,0.0,0.0,0.13,0.1,0.07,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,0.0,3.88,3.97,3.95,4.49,4.37,4.32,4.24,3.46,3.53,3.54,3.67,3.64
Total Assets,3.86,3.88,4.1,4.05,4.5600000000000005,4.41,4.35,4.26,3.47,3.54,3.55,3.68,3.65
