,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.02,0.00,0.00,0.00,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.11,0.14,0.36,0.22,0.32,0.32,59.31,0.05,0.10,0.08,6.92,0.08,0.01
Operating Profit,-0.11,-0.14,-0.34,-0.22,-0.32,-0.32,-59.34,-0.05,-0.10,-0.08,-6.92,-0.08,-0.01
OPM %,,,-1700.0,,,,,,,,,,
Other Income,0.00,0.00,0.19,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Interest,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Profit before tax,-0.11,-0.14,-0.15,-0.02,-0.32,-0.32,-59.34,-0.05,-0.10,-0.08,-6.92,-0.08,-0.01
Tax %,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-0.11,-0.14,-0.15,-0.02,-0.32,-0.32,-59.34,-0.05,-0.10,-0.08,-6.92,-0.08,-0.01
EPS in Rs,-0.06,-0.08,-0.08,-0.01,-0.17,-0.17,-32.08,-0.03,-0.05,-0.04,-3.74,-0.04,-0.01
