,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,16.65,6.02,3.6,3.8,6.58,4.74,10.3,2.93,4.57,9.66,9.11,7.11,9.83
Expenses,15.99,5.17,3.03,3.36,5.87,4.07,9.68,2.56,3.95,8.94,8.43,6.42,9.21
Operating Profit,0.66,0.85,0.57,0.44,0.71,0.67,0.62,0.37,0.62,0.72,0.68,0.69,0.62
OPM %,3.96,14.12,15.83,11.58,10.79,14.14,6.02,12.63,13.57,7.45,7.46,9.7,6.31
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07
Interest,0.07,0.08,0.08,0.07,0.06,0.18,0.07,0.1,0.07,0.1,0.01,0.06,0.06
Depreciation,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.04,0.02,0.02
Profit before tax,0.58,0.76,0.48,0.36,0.64,0.48,0.54,0.26,0.54,0.62,0.63,0.62,0.61
Tax %,27.59,27.63,18.75,25.0,25.0,25.0,27.78,26.92,25.93,24.19,25.4,25.81,24.59
Net Profit,0.42,0.55,0.38,0.27,0.48,0.36,0.39,0.19,0.4,0.46,0.47,0.46,0.45
EPS in Rs,0.28,0.37,0.25,0.18,0.32,0.24,0.26,0.13,0.27,0.31,0.31,0.31,0.3
