,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,81,100,140,104,103,76,108,108
Cash from Investing Activity,-37,-62,-128,-97,-194,-31,-129,-90
Cash from Financing Activity,-59,-39,-11,-6,96,-51,34,-26
Net Cash Flow,-15,-2,1,1,6,-5,13,-8
