,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,16.96,10.73,1.73,0.32,6.46,6.73,1.34,0.2,0.05,0.02,0.52,5.52,8.40
Expenses,9.94,7.05,2.91,10.61,3.13,2.41,0.48,10.22,0.31,0.56,0.86,4.95,7.30
Operating Profit,7.02,3.68,-1.18,-10.29,3.33,4.32,0.86,-10.02,-0.26,-0.54,-0.34,0.57,1.10
OPM %,41.39,34.3,-68.21,-3215.62,51.55,64.19,64.18,-5010.0,-520.0,-2700.0,-65.38,10.33,13.10
Other Income,0.0,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.0,2.83,0.37,0.04,0.04
Interest,0.43,0.93,0.74,0.68,0.62,0.72,0.84,0.69,0.56,0.0,0.0,0.0,0.22
Depreciation,2.09,2.6,2.85,6.49,2.56,2.55,0.63,0.62,0.73,0.51,0.0,0.08,0.19
Profit before tax,4.5,0.16,-4.76,-17.45,0.17,1.05,-0.61,-11.33,-1.55,1.78,0.03,0.53,0.73
Tax %,33.56,75.0,21.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,
Net Profit,2.99,0.04,-3.72,-17.45,0.18,1.06,-0.61,-11.33,-1.55,1.78,0.02,0.43,0.73
EPS in Rs,4.61,0.06,-5.23,-24.54,0.16,0.95,-0.55,-10.2,-1.4,1.6,0.01,0.28,0.45
