,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.01,0.00,0.00,0.01,0.18,0.33,1.1,1.62,1.71,1.08,2.75,2.86
Expenses,0.04,0.05,0.42,0.05,0.09,0.28,0.45,0.99,1.41,1.52,1.01,2.43,2.34
Operating Profit,-0.04,-0.04,-0.42,-0.05,-0.08,-0.1,-0.12,0.11,0.21,0.19,0.07,0.32,0.52
OPM %,,-400.0,,,-800.0,-55.56,-36.36,10.0,12.96,11.11,6.48,11.64,18.18
Other Income,0.00,0.0,2.83,0.00,0.0,0.0,0.37,0.0,0.0,0.0,0.04,0.0,0.0
Interest,0.00,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
Depreciation,0.13,0.13,0.13,0.00,0.0,0.0,0.0,0.01,0.02,0.02,0.03,0.07,0.07
Profit before tax,-0.17,-0.17,2.28,-0.05,-0.08,-0.1,0.25,0.1,0.19,0.17,0.08,0.25,0.23
Tax %,0.00,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-0.17,-0.17,2.28,-0.05,-0.08,-0.1,0.25,0.1,0.19,0.17,0.08,0.25,0.23
EPS in Rs,-0.15,-0.15,2.05,-0.05,-0.07,-0.07,0.17,0.07,0.13,0.11,0.05,0.17,0.12
