,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,171.0,120.0,19.0,0,0.0,0,0,0,0,22.0,86.0,463.0,343
Expenses,179.0,139.0,31.0,3,4.0,3,3,3,3,17.0,83.0,449.0,343
Operating Profit,-8.0,-19.0,-12.0,-3,-4.0,-3,-3,-3,-3,5.0,3.0,14.0,0
OPM %,-5.0,-16.0,-64.0,,-9175.0,,,,,24.0,3.0,3.0,0
Other Income,1.0,6.0,2.0,1,2.0,3,8,7,6,2.0,8.0,2.0,15
Interest,10.0,10.0,4.0,1,0.0,0,0,0,0,0.0,0.0,0.0,0
Depreciation,3.0,3.0,3.0,4,4.0,4,4,4,3,3.0,3.0,4.0,4
Profit before tax,-21.0,-26.0,-18.0,-7,-6.0,-4,-0,-0,-1,4.0,8.0,12.0,10
Tax %,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,
Net Profit,-21.0,-26.0,-18.0,-7,-6.0,-4,-0,-0,-1,4.0,8.0,12.0,10
EPS in Rs,-2.3,-2.89,-1.97,-0.82,-0.65,-0.42,-0.01,-0.01,-0.09,0.44,0.92,1.35,1.14
