,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,11.37,11.37,11.37,11.37,11.37,11.37,1.24,0.37
DIIs,2.23,2.23,2.23,2.23,2.23,2.23,0.28,0.28
Public,86.4,86.4,86.4,86.4,86.4,86.4,98.49,99.36
No. of Shareholders,12629.0,12718.0,12541.0,12542.0,12541.0,12437.0,13095.0,13704.0
