,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,494,604,674,778,913,1038,1104,1162,1236,1351,1500,1775,1836
Borrowings,738,915,973,902,896,780,990,1155,1326,1249,1109,1115,1058
Other Liabilities,590,611,632,716,722,805,798,854,983,952,1061,1151,1120
Total Liabilities,1840,2149,2297,2414,2550,2642,2910,3189,3564,3571,3689,4059,4033
Fixed Assets,1345,1407,1588,1664,1772,1799,1802,1915,2511,2384,2394,2543,2548
CWIP,8,67,29,19,9,37,110,391,61,47,74,59,64
Investments,5,118,5,76,76,109,42,95,109,36,41,95,54
Other Assets,483,557,675,655,693,697,955,787,882,1104,1180,1362,1367
Total Assets,1840,2149,2297,2414,2550,2642,2910,3189,3564,3571,3689,4059,4033
