,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.81,11.5,12.53,9.04,9.63,11.05,14.37,15.38,8.06,6.92,19.79,24.17,18.72
Expenses,9.14,10.78,11.73,8.49,9.06,10.09,12.9,14.8,7.63,7.66,19.22,23.22,17.95
Operating Profit,0.67,0.72,0.8,0.55,0.57,0.96,1.47,0.58,0.43,-0.74,0.57,0.95,0.77
OPM %,6.83,6.26,6.38,6.08,5.92,8.69,10.23,3.77,5.33,-10.69,2.88,3.93,4.11
Other Income,0.11,0.18,0.21,0.17,0.18,0.25,0.24,0.41,0.37,0.41,0.43,0.22,0.18
Interest,0.09,0.05,0.09,0.19,0.15,0.2,0.32,0.33,0.26,0.24,0.19,0.16,0.22
Depreciation,0.09,0.11,0.12,0.1,0.12,0.12,0.25,0.39,0.39,0.37,0.27,0.34,0.18
Profit before tax,0.6,0.74,0.8,0.43,0.48,0.89,1.14,0.27,0.15,-0.94,0.54,0.67,0.55
Tax %,31.67,28.38,28.75,32.56,31.25,30.34,28.07,18.52,26.67,2.13,9.26,26.87,
Net Profit,0.42,0.52,0.56,0.29,0.33,0.62,0.83,0.22,0.11,-0.92,0.49,0.5,0.37
EPS in Rs,14.83,18.36,19.77,10.24,11.65,21.88,1.24,0.33,0.16,-1.38,0.73,0.75,0.55
