,2021-03-01,2022-03-01,2023-03-01
Debtor Days,227.26,148.70,121.67
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,227.26,148.70,121.67
Working Capital Days,300.72,121.67,103.72
ROCE %,,3.02,3.26
