,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,1.67,1.42
Cash from Investing Activity,,0.01,0.01
Cash from Financing Activity,,-1.71,-1.43
Net Cash Flow,,-0.03,0.0
