,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.49,3.49,3.49,3.49
Reserves,22.33,22.52,22.69,22.68
Borrowings,8.96,8.18,7.7,7.64
Other Liabilities,1.6800000000000002,1.63,1.59,1.73
Total Liabilities,36.46,35.82,35.47,35.54
Fixed Assets,0.0,34.63,34.4,34.29
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0
Other Assets,36.46,1.19,1.07,1.25
Total Assets,36.46,35.82,35.47,35.54
