,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3.08,1.47,5.61,1.13,-1.98
Cash from Investing Activity,-1.35,-1.23,-0.43,-0.73,-1.28
Cash from Financing Activity,-1.72,-0.23,-3.25,-2.25,3.19
Net Cash Flow,0.01,0.01,1.93,-1.85,-0.07
