,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,11.57,12.22,13.14,15.36,15.42
Expenses,9.73,11.08,11.99,13.71,13.7
Operating Profit,1.84,1.14,1.15,1.65,1.72
OPM %,15.9,9.33,8.75,10.74,11.15
Other Income,0.07,0.11,0.14,0.26,0.3
Interest,0.28,-0.02,0.06,0.09,0.04
Depreciation,0.4,0.4,0.37,0.41,0.48
Profit before tax,1.23,0.87,0.86,1.41,1.5
Tax %,26.02,28.74,25.58,18.44,25.33
Net Profit,0.91,0.62,0.64,1.15,1.12
EPS in Rs,45.5,1.03,0.85,1.53,1.49
