,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.46,17.0,23.29
Reserves,13.14,3.68,8.85
Borrowings,7.05,37.36,24.53
Other Liabilities,3.87,7.08,8.71
Total Liabilities,25.52,65.12,65.38
Fixed Assets,14.23,22.22,26.56
CWIP,0.0,2.5,0.0
Investments,2.45,5.65,5.65
Other Assets,8.84,34.75,33.17
Total Assets,25.52,65.12,65.38
