,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.27,0.10,0.65,0.02,0.04,0.04,0.05,0.00,1.51,0.77,0.86,1.66,2.07
Expenses,0.0,0.10,0.65,0.02,0.04,0.06,0.06,0.06,1.56,0.77,0.78,1.55,2.08
Operating Profit,0.27,0.00,0.00,0.00,0.00,-0.02,-0.01,-0.06,-0.05,0.0,0.08,0.11,-0.01
OPM %,100.0,0.00,0.00,0.00,0.00,-50.0,-20.0,,-3.31,0.0,9.3,6.63,-0.48
Other Income,0.0,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.04,0.01,0.0,0.0,0.08
Interest,1.03,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.03,0.03,0.03,0.03,0.03
Depreciation,0.0,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.02,0.02,0.02,0.04,0.04
Profit before tax,-0.76,0.00,0.00,0.00,0.00,-0.02,-0.01,-0.06,-0.06,-0.04,0.03,0.04,0.00
Tax %,0.0,,,,,0.0,0.0,0.00,0.0,0.0,0.0,25.0,
Net Profit,-0.76,0.00,0.00,0.00,0.00,-0.02,-0.01,-0.06,-0.06,-0.04,0.02,0.04,0.00
EPS in Rs,-4.0,0.00,0.00,0.00,0.00,-0.11,-0.05,-0.32,-0.32,-0.08,0.04,0.08,-0.08
